username,social_media_usage,online_shopping
User_3217,13,6
User_3218,10,3
User_3219,8,4
User_3220,4,10
User_3221,0,8
User_3222,8,3
User_3223,13,9
User_3224,10,1
User_3225,11,9
User_3226,4,6
User_3227,14,4
User_3228,15,4
User_3229,4,4
User_3230,0,6
User_3231,8,0
User_3232,3,0
User_3233,7,2
User_3234,13,3
User_3235,1,7
User_3236,5,6
User_3237,11,6
User_3238,10,1
User_3239,11,8
User_3240,8,10
User_3241,6,6
User_3242,3,9
User_3243,0,3
User_3244,13,1
User_3245,8,9
User_3246,15,10
User_3247,5,4
User_3248,9,3
User_3249,7,10
User_3250,12,5
User_3251,15,9
User_3252,2,7
User_3253,15,1
User_3254,12,10
User_3255,10,6
User_3256,14,4
User_3257,12,1
User_3258,5,1
User_3259,4,6
User_3260,7,9
User_3261,5,8
User_3262,12,9
User_3263,8,0
User_3264,11,0
User_3265,1,6
User_3266,11,3
User_3267,13,9
User_3268,1,5
User_3269,10,1
User_3270,1,7
User_3271,10,4
User_3272,6,1
User_3273,1,3
User_3274,13,7
User_3275,8,9
User_3276,9,2
User_3277,9,6
User_3278,9,1
User_3279,4,7
User_3280,1,7
User_3281,11,9
User_3282,15,5
User_3283,1,0
User_3284,15,3
User_3285,1,4
User_3286,0,2
User_3287,10,8
User_3288,6,1
User_3289,10,9
User_3290,1,6
User_3291,11,4
User_3292,0,2
User_3293,11,3
User_3294,13,0
User_3295,2,0
User_3296,3,5
User_3297,6,7
User_3298,5,4
User_3299,1,2
User_3300,6,6
User_3301,1,5
User_3302,4,10
User_3303,10,5
User_3304,15,1
User_3305,1,4
User_3306,15,1
User_3307,15,2
User_3308,5,8
User_3309,4,6
User_3310,11,6
User_3311,13,9
User_3312,14,4
User_3313,5,3
User_3314,4,8
User_3315,3,1
User_3316,1,8
User_3317,14,7
User_3318,8,9
User_3319,2,4
User_3320,11,0
User_3321,11,6
User_3322,5,8
User_3323,2,6
User_3324,6,3
User_3325,13,7
User_3326,12,6
User_3327,8,10
User_3328,6,2
User_3329,12,2
User_3330,12,9
User_3331,9,5
User_3332,15,9
User_3333,4,9
User_3334,2,0
User_3335,3,10
User_3336,8,3
User_3337,0,10
User_3338,8,3
User_3339,11,5
User_3340,13,0
User_3341,8,5
User_3342,11,1
User_3343,8,9
User_3344,4,10
User_3345,13,0
User_3346,3,0
User_3347,10,4
User_3348,1,4
User_3349,1,0
User_3350,8,9
User_3351,11,5
User_3352,5,0
User_3353,2,4
User_3354,7,7
User_3355,9,3
User_3356,2,9
User_3357,0,0
User_3358,12,0
User_3359,4,1
User_3360,0,9
User_3361,13,1
User_3362,4,6
User_3363,12,5
User_3364,10,3
User_3365,13,10
User_3366,7,7
User_3367,13,5
User_3368,12,0
User_3369,5,4
User_3370,7,1
User_3371,1,10
User_3372,8,10
User_3373,14,9
User_3374,1,9
User_3375,0,3
User_3376,13,10
User_3377,11,0
User_3378,8,0
User_3379,6,3
User_3380,15,2
User_3381,0,0
User_3382,7,6
User_3383,3,8
User_3384,2,9
User_3385,6,0
User_3386,1,2
User_3387,4,4
User_3388,0,7
User_3389,2,8
User_3390,5,0
User_3391,6,2
User_3392,4,4
User_3393,15,3
User_3394,2,7
User_3395,5,5
User_3396,9,3
User_3397,11,9
User_3398,11,3
User_3399,1,2
User_3400,2,3
User_3401,7,2
User_3402,11,5
User_3403,11,10
User_3404,10,7
User_3405,6,9
User_3406,7,6
User_3407,15,7
User_3408,11,2
User_3409,5,2
User_3410,4,0
User_3411,11,6
User_3412,1,8
User_3413,12,0
User_3414,3,10
User_3415,7,8
User_3416,15,0
User_3417,4,2
User_3418,7,2
User_3419,3,3
User_3420,3,2
User_3421,6,7
User_3422,15,9
User_3423,8,10
User_3424,3,8
User_3425,4,5
User_3426,0,0
User_3427,7,4
User_3428,15,2
User_3429,8,1
User_3430,1,6
User_3431,7,5
User_3432,5,7
User_3433,6,4
User_3434,15,10
User_3435,8,2
User_3436,6,5
User_3437,13,7
User_3438,14,7
User_3439,11,3
User_3440,6,7
User_3441,0,9
User_3442,8,10
User_3443,13,7
User_3444,9,9
User_3445,8,1
User_3446,13,3
User_3447,15,5
User_3448,14,1
User_3449,5,1
User_3450,10,6
User_3451,0,2
User_3452,2,3
User_3453,1,8
User_3454,6,7
User_3455,13,10
User_3456,6,9
User_3457,15,3
User_3458,14,8
User_3459,13,3
User_3460,11,3
User_3461,1,1
User_3462,11,3
User_3463,6,3
User_3464,12,9
User_3465,1,1
User_3466,6,9
User_3467,15,5
User_3468,9,8
User_3469,2,3
User_3470,1,6
User_3471,9,2
User_3472,15,10
User_3473,11,6
User_3474,14,6
User_3475,1,10
User_3476,7,1
User_3477,8,3
User_3478,6,4
User_3479,5,5
User_3480,8,7
User_3481,11,5
User_3482,8,7
User_3483,11,10
User_3484,0,8
User_3485,9,10
User_3486,12,8
User_3487,9,1
User_3488,14,10
User_3489,10,10
User_3490,1,4
User_3491,9,10
User_3492,5,4
User_3493,1,3
User_3494,3,7
User_3495,13,1
User_3496,10,7
User_3497,6,7
User_3498,0,0
User_3499,14,8
User_3500,15,5
User_3501,14,1
User_3502,4,1
User_3503,13,10
User_3504,3,2
User_3505,8,8
User_3506,7,1
User_3507,9,10
User_3508,14,3
User_3509,7,8
User_3510,1,7
User_3511,10,2
User_3512,8,2
User_3513,1,0
User_3514,11,3
User_3515,8,7
User_3516,8,6
User_3517,0,5
User_3518,11,6
User_3519,10,8
User_3520,2,8
User_3521,9,10
User_3522,10,1
User_3523,0,10
User_3524,5,2
User_3525,10,7
User_3526,12,6
User_3527,10,5
User_3528,5,3
User_3529,14,3
User_3530,14,10
User_3531,9,5
User_3532,7,8
User_3533,5,9
User_3534,4,1
User_3535,4,10
User_3536,13,8
User_3537,9,1
User_3538,8,4
User_3539,8,6
User_3540,14,9
User_3541,14,0
User_3542,15,4
User_3543,10,2
User_3544,15,9
User_3545,6,3
User_3546,9,4
User_3547,4,0
User_3548,9,5
User_3549,5,7
User_3550,8,4
User_3551,2,2
User_3552,7,4
User_3553,0,3
User_3554,9,0
User_3555,8,2
User_3556,3,1
User_3557,9,10
User_3558,13,9
User_3559,11,2
User_3560,7,6
User_3561,5,6
User_3562,1,8
User_3563,11,5
User_3564,8,1
User_3565,5,8
User_3566,10,10
User_3567,1,8
User_3568,5,9
User_3569,12,8
User_3570,2,3
User_3571,3,1
User_3572,13,1
User_3573,5,7
User_3574,5,6
User_3575,8,8
User_3576,10,2
User_3577,13,3
User_3578,9,9
User_3579,13,3
User_3580,15,0
User_3581,15,8
User_3582,8,6
User_3583,9,1
User_3584,15,4
User_3585,9,3
User_3586,9,8
User_3587,2,0
User_3588,8,7
User_3589,1,6
User_3590,5,3
User_3591,2,7
User_3592,0,3
User_3593,11,5
User_3594,4,4
User_3595,2,8
User_3596,13,3
User_3597,1,5
User_3598,10,8
User_3599,13,0
User_3600,3,3
User_3601,14,8
User_3602,7,5
User_3603,11,2
User_3604,9,6
User_3605,8,9
User_3606,12,8
User_3607,11,10
User_3608,14,6
User_3609,1,0
User_3610,13,5
User_3611,9,5
User_3612,8,7
User_3613,15,0
User_3614,6,3
User_3615,4,2
User_3616,1,0
User_3617,9,4
User_3618,13,5
User_3619,9,6
User_3620,1,2
User_3621,12,3
User_3622,4,0
User_3623,1,8
User_3624,1,2
User_3625,4,4
User_3626,9,4
User_3627,10,3
User_3628,11,4
User_3629,11,7
User_3630,3,10
User_3631,4,5
User_3632,14,6
User_3633,4,2
User_3634,8,3
User_3635,11,8
User_3636,11,3
User_3637,12,8
User_3638,11,6
User_3639,11,3
User_3640,14,6
User_3641,14,2
User_3642,14,0
User_3643,14,1
User_3644,7,6
User_3645,10,0
User_3646,7,4
User_3647,6,3
User_3648,13,1
User_3649,15,2
User_3650,12,4
User_3651,10,6
User_3652,6,7
User_3653,1,5
User_3654,2,1
User_3655,14,4
User_3656,14,5
User_3657,5,8
User_3658,13,0
User_3659,2,8
User_3660,15,0
User_3661,10,0
User_3662,3,9
User_3663,15,10
User_3664,5,10
User_3665,6,8
User_3666,15,7
User_3667,10,10
User_3668,1,0
User_3669,8,9
User_3670,3,8
User_3671,11,2
User_3672,5,6
User_3673,8,1
User_3674,4,5
User_3675,13,9
User_3676,15,6
User_3677,15,3
User_3678,0,5
User_3679,3,9
User_3680,0,10
User_3681,12,10
User_3682,4,8
User_3683,2,9
User_3684,14,5
User_3685,11,7
User_3686,2,0
User_3687,12,0
User_3688,3,5
User_3689,13,4
User_3690,11,9
User_3691,10,6
User_3692,9,0
User_3693,10,2
User_3694,1,3
User_3695,1,2
User_3696,5,10
User_3697,5,1
User_3698,0,2
User_3699,5,6
User_3700,10,0
User_3701,6,5
User_3702,14,1
User_3703,1,1
User_3704,10,7
User_3705,0,3
User_3706,11,3
User_3707,0,7
User_3708,1,2
User_3709,8,8
User_3710,15,2
User_3711,14,10
User_3712,10,7
User_3713,13,8
User_3714,15,0
User_3715,0,9
User_3716,11,4
User_3717,7,2
User_3718,10,4
User_3719,15,8
User_3720,8,0
User_3721,5,10
User_3722,15,2
User_3723,8,0
User_3724,9,3
User_3725,7,4
User_3726,10,4
User_3727,14,1
User_3728,13,1
User_3729,9,5
User_3730,12,10
User_3731,3,3
User_3732,2,10
User_3733,4,1
User_3734,5,3
User_3735,3,10
User_3736,4,9
User_3737,14,9
User_3738,9,5
User_3739,13,10
User_3740,7,7
User_3741,10,5
User_3742,7,2
User_3743,1,1
User_3744,1,0
User_3745,4,2
User_3746,13,0
User_3747,5,4
User_3748,7,0
User_3749,15,0
User_3750,13,2
User_3751,1,10
User_3752,9,2
User_3753,6,10
User_3754,11,10
User_3755,9,4
User_3756,1,8
User_3757,2,2
User_3758,4,9
User_3759,4,7
User_3760,6,10
User_3761,5,1
User_3762,5,8
User_3763,0,1
User_3764,14,0
User_3765,2,9
User_3766,6,8
User_3767,0,6
User_3768,9,2
User_3769,15,8
User_3770,5,9
User_3771,14,8
User_3772,11,9
User_3773,0,3
User_3774,12,5
User_3775,13,9
User_3776,0,10
User_3777,12,9
User_3778,15,6
User_3779,4,2
User_3780,6,8
User_3781,14,4
User_3782,9,4
User_3783,8,0
User_3784,14,9
User_3785,2,7
User_3786,0,0
User_3787,1,1
User_3788,13,7
User_3789,0,5
User_3790,13,2
User_3791,1,8
User_3792,9,4
User_3793,11,4
User_3794,6,3
User_3795,9,3
User_3796,15,4
User_3797,13,10
User_3798,5,8
User_3799,2,5
User_3800,7,10
User_3801,7,6
User_3802,7,10
User_3803,2,8
User_3804,6,2
User_3805,0,0
User_3806,14,5
User_3807,10,1
User_3808,6,10
User_3809,12,9
User_3810,4,5
User_3811,3,5
User_3812,6,10
User_3813,9,0
User_3814,15,10
User_3815,8,0
User_3816,6,6
User_3817,15,6
User_3818,4,6
User_3819,7,7
User_3820,2,1
User_3821,8,3
User_3822,10,3
User_3823,13,2
User_3824,8,2
User_3825,9,5
User_3826,10,2
User_3827,7,5
User_3828,9,1
User_3829,9,5
User_3830,8,0
User_3831,12,9
User_3832,13,5
User_3833,1,1
User_3834,15,1
User_3835,15,4
User_3836,0,7
User_3837,3,9
User_3838,0,9
User_3839,1,1
User_3840,6,0
User_3841,4,1
User_3842,8,4
User_3843,13,6
User_3844,14,6
User_3845,7,7
User_3846,1,2
User_3847,10,4
User_3848,6,9
User_3849,12,5
User_3850,10,0
User_3851,10,4
User_3852,2,1
User_3853,8,5
User_3854,10,10
User_3855,10,2
User_3856,5,7
User_3857,11,6
User_3858,0,8
User_3859,2,3
User_3860,8,2
User_3861,7,2
User_3862,9,9
User_3863,14,1
User_3864,11,5
User_3865,15,8
User_3866,14,2
User_3867,3,0
User_3868,4,10
User_3869,13,6
User_3870,11,2
User_3871,8,9
User_3872,4,10
User_3873,12,7
User_3874,10,4
User_3875,10,3
User_3876,8,0
User_3877,8,1
User_3878,7,2
User_3879,6,9
User_3880,7,4
User_3881,8,10
User_3882,2,10
User_3883,1,4
User_3884,5,10
User_3885,0,0
User_3886,13,8
User_3887,0,9
User_3888,0,8
User_3889,11,6
User_3890,4,4
User_3891,7,9
User_3892,5,7
User_3893,9,10
User_3894,15,7
User_3895,10,3
User_3896,5,2
User_3897,15,9
User_3898,0,3
User_3899,12,6
User_3900,3,4
User_3901,4,0
User_3902,4,4
User_3903,5,3
User_3904,14,2
User_3905,12,7
User_3906,5,2
User_3907,12,0
User_3908,8,1
User_3909,11,6
User_3910,12,6
User_3911,4,4
User_3912,4,6
User_3913,8,3
User_3914,2,3
User_3915,9,0
User_3916,10,5
User_3917,14,0
User_3918,14,0
User_3919,6,3
User_3920,4,9
User_3921,6,2
User_3922,8,1
User_3923,8,2
User_3924,8,2
User_3925,13,4
User_3926,0,5
User_3927,10,8
User_3928,12,0
User_3929,7,4
User_3930,15,9
User_3931,10,4
User_3932,15,4
User_3933,2,5
User_3934,14,7
User_3935,12,6
User_3936,13,6
User_3937,3,10
User_3938,3,9
User_3939,4,9
User_3940,11,10
User_3941,13,3
User_3942,2,2
User_3943,11,9
User_3944,10,4
User_3945,1,4
User_3946,7,7
User_3947,9,9
User_3948,6,1
User_3949,5,10
User_3950,11,2
User_3951,3,9
User_3952,0,8
User_3953,0,7
User_3954,0,6
User_3955,2,3
User_3956,10,6
User_3957,6,5
User_3958,13,4
User_3959,8,3
User_3960,4,2
User_3961,11,2
User_3962,13,0
User_3963,12,0
User_3964,7,8
User_3965,7,8
User_3966,7,7
User_3967,5,3
User_3968,4,5
User_3969,13,1
User_3970,4,8
User_3971,1,8
User_3972,15,7
User_3973,10,0
User_3974,8,4
User_3975,5,3
User_3976,8,3
User_3977,7,5
User_3978,10,8
User_3979,2,3
User_3980,15,10
User_3981,11,10
User_3982,7,6
User_3983,13,6
User_3984,15,2
User_3985,10,2
User_3986,5,0
User_3987,5,4
User_3988,5,6
User_3989,4,9
User_3990,4,10
User_3991,11,4
User_3992,13,5
User_3993,11,6
User_3994,7,8
User_3995,10,9
User_3996,0,7
User_3997,0,1
User_3998,1,5
User_3999,3,1
User_4000,14,10
User_4001,15,6
User_4002,8,9
User_4003,1,7
User_4004,4,6
User_4005,12,10
User_4006,11,6
User_4007,2,3
User_4008,1,8
User_4009,12,5
User_4010,6,1
User_4011,2,9
User_4012,4,3
User_4013,8,4
User_4014,7,5
User_4015,12,10
User_4016,4,4
User_4017,5,0
User_4018,5,6
User_4019,6,8
User_4020,13,1
User_4021,10,4
User_4022,1,8
User_4023,12,10
User_4024,10,7
User_4025,0,5
User_4026,6,1
User_4027,2,2
User_4028,4,3
User_4029,11,8
User_4030,5,2
User_4031,9,0
User_4032,5,10
User_4033,5,4
User_4034,2,10
User_4035,10,4
User_4036,7,7
User_4037,10,9
User_4038,2,8
User_4039,12,0
User_4040,5,9
User_4041,9,2
User_4042,7,3
User_4043,12,8
User_4044,6,3
User_4045,9,3
User_4046,4,10
User_4047,14,9
User_4048,0,3
User_4049,4,2
User_4050,7,6
User_4051,8,8
User_4052,8,6
User_4053,13,9
User_4054,10,4
User_4055,0,3
User_4056,3,0
User_4057,15,10
User_4058,0,8
User_4059,14,7
User_4060,2,7
User_4061,12,4
User_4062,8,2
User_4063,14,8
User_4064,14,2
User_4065,3,0
User_4066,14,6
User_4067,0,0
User_4068,2,3
User_4069,8,2
User_4070,15,3
User_4071,15,3
User_4072,15,6
User_4073,1,6
User_4074,2,9
User_4075,6,4
User_4076,14,9
User_4077,14,7
User_4078,7,9
User_4079,0,3
User_4080,9,10
User_4081,6,2
User_4082,12,10
User_4083,4,10
User_4084,11,7
User_4085,12,1
User_4086,14,5
User_4087,0,9
User_4088,9,5
User_4089,12,10
User_4090,9,9
User_4091,0,7
User_4092,14,7
User_4093,11,8
User_4094,10,2
User_4095,3,4
User_4096,4,3
User_4097,11,4
User_4098,8,8
User_4099,7,10
User_4100,5,10
User_4101,13,10
User_4102,10,10
User_4103,8,3
User_4104,4,3
User_4105,14,3
User_4106,4,0
User_4107,0,6
User_4108,2,6
User_4109,14,7
User_4110,5,10
User_4111,14,6
User_4112,4,2
User_4113,12,6
User_4114,6,6
User_4115,7,10
User_4116,4,3
User_4117,9,8
User_4118,8,8
User_4119,10,3
User_4120,1,3
User_4121,9,5
User_4122,14,8
User_4123,9,3
User_4124,8,4
User_4125,10,7
User_4126,3,0
User_4127,10,8
User_4128,12,10
User_4129,3,7
User_4130,6,7
User_4131,5,6
User_4132,7,10
User_4133,3,9
User_4134,10,5
User_4135,10,0
User_4136,15,0
User_4137,4,1
User_4138,15,4
User_4139,5,3
User_4140,13,5
User_4141,2,5
User_4142,6,3
User_4143,8,9
User_4144,8,9
User_4145,14,7
User_4146,12,5
User_4147,10,3
User_4148,15,2
User_4149,2,2
User_4150,1,10
User_4151,9,10
User_4152,7,6
User_4153,7,5
User_4154,11,6
User_4155,7,1
User_4156,6,8
User_4157,2,9
User_4158,15,10
User_4159,15,8
User_4160,11,9
User_4161,12,6
User_4162,1,8
User_4163,7,2
User_4164,12,3
User_4165,1,2
User_4166,12,1
User_4167,10,7
User_4168,15,1
User_4169,9,8
User_4170,0,9
User_4171,3,0
User_4172,7,9
User_4173,13,5
User_4174,3,5
User_4175,6,7
User_4176,2,9
User_4177,0,10
User_4178,5,5
User_4179,4,7
User_4180,2,10
User_4181,7,0
User_4182,14,3
User_4183,12,9
User_4184,3,7
User_4185,6,9
User_4186,14,0
User_4187,6,3
User_4188,15,7
User_4189,2,7
User_4190,8,1
User_4191,13,6
User_4192,5,8
User_4193,5,2
User_4194,3,7
User_4195,0,0
User_4196,1,0
User_4197,1,2
User_4198,1,0
User_4199,10,7
User_4200,10,8
User_4201,0,5
User_4202,6,0
User_4203,0,3
User_4204,1,2
User_4205,13,0
User_4206,4,1
User_4207,6,10
User_4208,1,3
User_4209,9,0
User_4210,9,3
User_4211,13,7
User_4212,0,9
User_4213,6,2
User_4214,10,6
User_4215,2,4
User_4216,8,6
User_4217,7,1
User_4218,13,0
User_4219,1,5
User_4220,13,5
User_4221,9,2
User_4222,9,4
User_4223,7,3
User_4224,5,6
User_4225,1,0
User_4226,0,2
User_4227,1,4
User_4228,4,2
User_4229,6,9
User_4230,7,1
User_4231,11,7
User_4232,0,3
User_4233,6,6
User_4234,1,7
User_4235,0,6
User_4236,3,0
User_4237,4,4
User_4238,3,0
User_4239,15,5
User_4240,10,8
User_4241,14,6
User_4242,9,6
User_4243,15,1
User_4244,3,9
User_4245,13,7
User_4246,9,4
User_4247,4,9
User_4248,1,6
User_4249,11,5
User_4250,5,1
User_4251,9,2
User_4252,14,7
User_4253,11,4
User_4254,1,1
User_4255,14,1
User_4256,14,0
User_4257,15,5
User_4258,0,8
User_4259,5,8
User_4260,12,0
User_4261,11,2
User_4262,2,2
User_4263,5,1
User_4264,5,5
User_4265,8,5
User_4266,5,10
User_4267,13,0
User_4268,4,9
User_4269,1,6
User_4270,9,9
User_4271,1,8
User_4272,6,1
User_4273,5,7
User_4274,0,8
User_4275,3,7
User_4276,15,6
User_4277,10,9
User_4278,2,8
User_4279,3,1
User_4280,7,1
User_4281,5,0
User_4282,6,10
User_4283,5,10
User_4284,1,5
User_4285,5,8
User_4286,5,7
User_4287,0,9
User_4288,5,3
User_4289,3,8
User_4290,14,6
User_4291,15,6
User_4292,4,10
User_4293,1,3
User_4294,10,6
User_4295,4,8
User_4296,9,1
User_4297,4,6
User_4298,3,3
User_4299,1,8
User_4300,13,6
User_4301,1,0
User_4302,3,9
User_4303,14,5
User_4304,2,0
User_4305,6,3
User_4306,10,10
User_4307,10,2
User_4308,9,7
User_4309,15,7
User_4310,9,10
User_4311,14,4
User_4312,6,8
User_4313,5,5
User_4314,11,5
User_4315,1,3
User_4316,8,1
User_4317,12,1
User_4318,6,3
User_4319,14,7
User_4320,10,6
User_4321,3,10
User_4322,13,10
User_4323,8,8
User_4324,2,8
User_4325,5,8
User_4326,9,5
User_4327,12,6
User_4328,14,6
User_4329,1,5
User_4330,3,2
User_4331,11,7
User_4332,15,3
User_4333,6,8
User_4334,9,2
User_4335,2,1
User_4336,9,6
User_4337,15,5
User_4338,2,3
User_4339,9,8
User_4340,7,8
User_4341,15,5
User_4342,7,0
User_4343,9,3
User_4344,10,9
User_4345,1,10
User_4346,1,2
User_4347,7,0
User_4348,15,5
User_4349,11,4
User_4350,1,4
User_4351,13,7
User_4352,14,5
User_4353,14,5
User_4354,14,10
User_4355,15,0
User_4356,0,3
User_4357,2,1
User_4358,2,3
User_4359,11,2
User_4360,3,3
User_4361,10,2
User_4362,6,2
User_4363,1,1
User_4364,13,10
User_4365,6,3
User_4366,11,3
User_4367,6,1
User_4368,14,3
User_4369,10,9
User_4370,13,0
User_4371,10,4
User_4372,3,0
User_4373,4,2
User_4374,13,6
User_4375,2,9
User_4376,11,8
User_4377,2,1
User_4378,9,6
User_4379,10,4
User_4380,9,4
User_4381,12,6
User_4382,5,4
User_4383,11,9
User_4384,3,4
User_4385,0,5
User_4386,0,7
User_4387,8,9
User_4388,9,3
User_4389,13,6
User_4390,1,7
User_4391,9,10
User_4392,11,4
User_4393,5,0
User_4394,6,0
User_4395,14,9
User_4396,7,0
User_4397,6,9
User_4398,15,10
User_4399,0,8
User_4400,10,10
User_4401,5,2
User_4402,10,7
User_4403,1,6
User_4404,8,7
User_4405,4,5
User_4406,5,7
User_4407,15,7
User_4408,0,5
User_4409,13,2
User_4410,1,10
User_4411,9,0
User_4412,8,0
User_4413,8,1
User_4414,4,3
User_4415,12,8
User_4416,9,8
User_4417,4,7
User_4418,3,1
User_4419,12,7
User_4420,6,0
User_4421,5,8
User_4422,7,0
User_4423,14,1
User_4424,3,3
User_4425,2,7
User_4426,11,6
User_4427,15,3
User_4428,4,5
User_4429,13,5
User_4430,3,0
User_4431,5,6
User_4432,12,10
User_4433,15,2
User_4434,8,3
User_4435,15,10
User_4436,14,9
User_4437,3,1
User_4438,6,5
User_4439,4,1
User_4440,11,0
User_4441,0,0
User_4442,9,3
User_4443,14,3
User_4444,14,9
User_4445,10,3
User_4446,5,6
User_4447,9,6
User_4448,13,7
User_4449,0,7
User_4450,6,1
User_4451,0,2
User_4452,9,1
User_4453,11,8
User_4454,4,2
User_4455,5,1
User_4456,15,5
User_4457,13,4
User_4458,12,2
User_4459,13,1
User_4460,0,5
User_4461,4,8
User_4462,2,0
User_4463,3,0
User_4464,4,2
User_4465,6,9
User_4466,8,3
User_4467,3,5
User_4468,6,8
User_4469,4,7
User_4470,6,4
User_4471,11,9
User_4472,1,8
User_4473,14,2
User_4474,4,8
User_4475,8,2
User_4476,4,0
User_4477,0,3
User_4478,13,9
User_4479,8,9
User_4480,3,3
User_4481,9,8
User_4482,11,1
User_4483,10,6
User_4484,12,8
User_4485,1,2
User_4486,6,6
User_4487,10,9
User_4488,14,1
User_4489,14,0
User_4490,0,9
User_4491,11,10
User_4492,13,5
User_4493,2,6
User_4494,13,9
User_4495,11,7
User_4496,11,2
User_4497,8,3
User_4498,1,7
User_4499,11,8
User_4500,15,1
User_4501,5,7
User_4502,14,9
User_4503,14,0
User_4504,4,4
User_4505,2,3
User_4506,8,5
User_4507,7,10
User_4508,1,5
User_4509,5,3
User_4510,10,2
User_4511,7,1
User_4512,9,0
User_4513,8,5
User_4514,15,1
User_4515,2,9
User_4516,6,3
User_4517,14,9
User_4518,0,3
User_4519,9,0
User_4520,15,10
User_4521,2,3
User_4522,2,7
User_4523,15,0
User_4524,9,0
User_4525,1,8
User_4526,3,1
User_4527,10,5
User_4528,10,6
User_4529,12,4
User_4530,3,5
User_4531,6,6
User_4532,3,7
User_4533,6,6
User_4534,4,9
User_4535,8,1
User_4536,7,10
User_4537,10,8
User_4538,2,5
User_4539,11,7
User_4540,9,1
User_4541,10,3
User_4542,15,6
User_4543,4,10
User_4544,8,8
User_4545,4,2
User_4546,1,5
User_4547,3,1
User_4548,12,0
User_4549,7,2
User_4550,12,6
User_4551,9,0
User_4552,11,5
User_4553,4,6
User_4554,9,6
User_4555,14,1
User_4556,0,2
User_4557,8,3
User_4558,3,8
User_4559,5,2
User_4560,15,9
User_4561,11,10
User_4562,1,2
User_4563,13,1
User_4564,5,10
User_4565,12,4
User_4566,9,1
User_4567,14,6
User_4568,6,4
User_4569,5,8
User_4570,7,3
User_4571,12,0
User_4572,5,6
User_4573,6,3
User_4574,12,3
User_4575,12,3
User_4576,14,7
User_4577,4,1
User_4578,15,4
User_4579,0,3
User_4580,0,1
User_4581,9,4
User_4582,13,5
User_4583,11,1
User_4584,6,5
User_4585,12,4
User_4586,6,10
User_4587,2,1
User_4588,8,4
User_4589,14,7
User_4590,12,2
User_4591,10,3
User_4592,1,8
User_4593,7,6
User_4594,1,4
User_4595,11,6
User_4596,9,0
User_4597,14,10
User_4598,2,8
User_4599,14,10
User_4600,10,9
User_4601,7,5
User_4602,9,8
User_4603,0,3
User_4604,8,2
User_4605,8,0
User_4606,8,6
User_4607,3,0
User_4608,14,3
User_4609,10,1
User_4610,15,10
User_4611,6,10
User_4612,8,6
User_4613,11,10
User_4614,13,3
User_4615,7,8
User_4616,4,6
User_4617,4,1
User_4618,1,6
User_4619,10,3
User_4620,1,2
User_4621,4,6
User_4622,13,7
User_4623,8,3
User_4624,2,7
User_4625,12,4
User_4626,6,5
User_4627,7,4
User_4628,11,4
User_4629,0,4
User_4630,0,3
User_4631,9,3
User_4632,3,5
User_4633,2,8
User_4634,15,10
User_4635,11,8
User_4636,11,5
User_4637,1,4
User_4638,5,0
User_4639,7,3
User_4640,5,4
User_4641,0,6
User_4642,0,2
User_4643,1,8
User_4644,14,8
User_4645,12,6
User_4646,10,7
User_4647,6,4
User_4648,0,5
User_4649,0,4
User_4650,13,0
User_4651,15,8
User_4652,13,9
User_4653,2,3
User_4654,11,0
User_4655,12,8
User_4656,11,3
User_4657,15,8
User_4658,10,8
User_4659,14,4
User_4660,14,0
User_4661,7,2
User_4662,5,3
User_4663,9,5
User_4664,0,2
User_4665,14,3
User_4666,6,0
User_4667,6,0
User_4668,9,3
User_4669,4,4
User_4670,0,0
User_4671,11,3
User_4672,0,7
User_4673,4,6
User_4674,7,3
User_4675,12,9
User_4676,3,9
User_4677,10,7
User_4678,5,9
User_4679,12,5
User_4680,4,2
User_4681,13,10
User_4682,7,9
User_4683,7,4
User_4684,1,7
User_4685,15,6
User_4686,15,3
User_4687,13,7
User_4688,9,2
User_4689,5,8
User_4690,15,5
User_4691,10,1
User_4692,13,10
User_4693,2,3
User_4694,5,9
User_4695,4,6
User_4696,1,7
User_4697,6,7
User_4698,2,6
User_4699,15,3
User_4700,2,7
User_4701,13,5
User_4702,4,0
User_4703,10,5
User_4704,4,9
User_4705,11,6
User_4706,14,0
User_4707,0,2
User_4708,2,8
User_4709,10,1
User_4710,6,0
User_4711,1,1
User_4712,10,3
User_4713,4,10
User_4714,0,8
User_4715,0,6
User_4716,13,7
User_4717,15,7
User_4718,4,1
User_4719,15,8
User_4720,14,9
User_4721,4,1
User_4722,7,3
User_4723,10,4
User_4724,10,6
User_4725,4,8
User_4726,9,4
User_4727,3,3
User_4728,4,8
User_4729,1,9
User_4730,7,7
User_4731,9,10
User_4732,12,6
User_4733,7,0
User_4734,4,3
User_4735,0,1
User_4736,1,6
User_4737,15,0
User_4738,5,4
User_4739,13,6
User_4740,3,2
User_4741,6,8
User_4742,3,5
User_4743,1,3
User_4744,12,2
User_4745,6,7
User_4746,14,8
User_4747,12,6
User_4748,7,9
User_4749,12,10
User_4750,4,9
User_4751,12,7
User_4752,13,2
User_4753,9,3
User_4754,7,8
User_4755,14,3
User_4756,15,3
User_4757,2,0
User_4758,10,5
User_4759,13,3
User_4760,13,9
User_4761,12,1
User_4762,15,1
User_4763,10,5
User_4764,10,9
User_4765,11,8
User_4766,7,3
User_4767,13,5
User_4768,8,5
User_4769,3,5
